data;pais;valor
08/01/2018;BRASIL;R$ 263,13
31/07/2011;BRASIL;R$ 35,45
20/05/2015;ARGENTINA;R$ 2,60
15/12/2019;BRASIL;R$ 287,02
25/03/2007;ARGENTINA;R$ 437,52
12/05/2003;MÉXICO;R$ 280,31
06/06/2007;ARGENTINA;R$ 60,71
27/07/2000;BRASIL;R$ 179,52
16/09/2017;ARGENTINA;R$ 130,43
31/10/2003;BRASIL;R$ 770,40
12/10/2000;ARGENTINA;R$ 742,78
11/10/2007;BRASIL;R$ 69,42
06/08/2012;ESPANHA;R$ 891,46
21/06/2014;BRASIL;R$ 81,10
27/11/2004;ESPANHA;R$ 782,23
02/08/2010;ARGENTINA;R$ 88,00
24/07/2017;ESPANHA;R$ 404,16
17/08/2016;ESPANHA;R$ 692,03
09/08/2014;CHILE;R$ 168,20
29/09/2018;MÉXICO;R$ 332,00
10/05/2016;ARGENTINA;R$ 853,84
12/07/2018;BRASIL;R$ 311,73
04/02/2011;ESPANHA;R$ 573,33
04/12/2001;BRASIL;R$ 249,42
05/10/2000;ARGENTINA;R$ 472,93
03/08/2019;BRASIL;R$ 150,00
05/08/2017;MÉXICO;R$ 496,20
22/03/2006;CHILE;R$ 231,56
17/02/2012;ESPANHA;R$ 31,38
03/03/2019;BRASIL;R$ 50,30
02/11/2013;ARGENTINA;R$ 326,57
06/10/2016;MÉXICO;R$ 898,77
21/05/2017;CHILE;R$ 241,22
18/06/2018;BRASIL;R$ 928,30
07/07/2002;CHILE;R$ 185,50
02/11/2015;CHILE;R$ 380,00
27/06/2017;ARGENTINA;R$ 456,60
12/04/2016;BRASIL;R$ 536,25
14/05/2020;ESPANHA;R$ 546,68
23/08/2011;ARGENTINA;R$ 811,86
20/03/2020;BRASIL;R$ 316,10
02/03/2003;CHILE;R$ 462,78
19/05/2009;ARGENTINA;R$ 835,53
23/06/2000;ARGENTINA;R$ 227,72
16/08/2006;MÉXICO;R$ 452,21
27/10/2014;ARGENTINA;R$ 886,74
11/07/2003;ESPANHA;R$ 830,83
24/12/2005;ESPANHA;R$ 835,83
27/09/2019;ARGENTINA;R$ 627,38
08/06/2010;CHILE;R$ 535,05
22/05/2009;MÉXICO;R$ 565,97
20/03/2018;CHILE;R$ 977,09
28/08/2011;ARGENTINA;R$ 896,45
23/09/2020;BRASIL;R$ 100,11
15/01/2009;CHILE;R$ 374,90
04/01/2000;CHILE;R$ 596,35
22/09/2018;ARGENTINA;R$ 231,79
26/12/2004;CHILE;R$ 50,82
12/02/2010;ARGENTINA;R$ 656,78
22/08/2014;CHILE;R$ 423,40
26/06/2020;ESPANHA;R$ 796,63
23/08/2016;ESPANHA;R$ 366,81
11/07/2017;MÉXICO;R$ 352,79
12/05/2003;ARGENTINA;R$ 618,06
27/11/2004;ARGENTINA;R$ 136,79
27/04/2003;ARGENTINA;R$ 211,62
04/08/2017;BRASIL;R$ 818,87
09/08/2006;MÉXICO;R$ 188,30
21/07/2016;ARGENTINA;R$ 828,55
31/05/2003;ARGENTINA;R$ 502,89
04/03/2007;BRASIL;R$ 472,07
06/06/2002;MÉXICO;R$ 104,51
13/12/2018;ARGENTINA;R$ 708,67
17/10/2000;BRASIL;R$ 590,84
09/05/2018;ESPANHA;R$ 866,40
08/06/2016;ESPANHA;R$ 382,52
10/05/2020;MÉXICO;R$ 442,81
19/07/2009;ARGENTINA;R$ 523,24
05/08/2010;ESPANHA;R$ 42,21
15/02/2014;CHILE;R$ 309,61
08/05/2007;BRASIL;R$ 269,37
28/11/2012;ARGENTINA;R$ 116,76
19/11/2005;ARGENTINA;R$ 177,97
26/02/2008;MÉXICO;R$ 230,55
25/05/2016;CHILE;R$ 526,60
11/03/2004;ESPANHA;R$ 812,96
10/04/2018;ESPANHA;R$ 818,73
20/05/2018;CHILE;R$ 903,37
06/05/2000;ESPANHA;R$ 858,75
23/10/2014;BRASIL;R$ 569,00
05/05/2006;ARGENTINA;R$ 793,52
03/05/2014;MÉXICO;R$ 626,15
28/11/2017;BRASIL;R$ 930,81
15/08/2017;ESPANHA;R$ 740,66
01/12/2001;CHILE;R$ 512,14
06/05/2013;CHILE;R$ 162,96
06/12/2008;CHILE;R$ 412,23
23/09/2017;MÉXICO;R$ 618,84
26/09/2017;ESPANHA;R$ 37,00
12/06/2011;ESPANHA;R$ 939,79
21/09/2017;ESPANHA;R$ 281,15
18/07/2016;MÉXICO;R$ 347,22
13/12/2004;CHILE;R$ 449,47
09/04/2011;MÉXICO;R$ 697,75
13/07/2001;CHILE;R$ 258,66
28/01/2004;ESPANHA;R$ 534,28
28/01/2015;MÉXICO;R$ 303,41
15/09/2010;ESPANHA;R$ 251,45
09/07/2002;BRASIL;R$ 957,51
27/04/2006;ESPANHA;R$ 220,48
11/01/2010;CHILE;R$ 637,72
18/11/2014;CHILE;R$ 599,68
02/03/2002;MÉXICO;R$ 901,95
30/09/2019;ARGENTINA;R$ 993,21
04/02/2019;BRASIL;R$ 628,92
18/09/2018;CHILE;R$ 338,19
16/06/2003;MÉXICO;R$ 185,52
02/05/2005;MÉXICO;R$ 862,96
10/03/2016;ARGENTINA;R$ 945,03
30/07/2001;BRASIL;R$ 382,21
03/09/2014;ARGENTINA;R$ 983,96
09/01/2009;ARGENTINA;R$ 354,92
15/02/2000;BRASIL;R$ 703,56
05/07/2004;MÉXICO;R$ 86,68
16/10/2000;ESPANHA;R$ 650,25
06/09/2019;ESPANHA;R$ 836,99
06/02/2015;BRASIL;R$ 476,56
21/05/2018;BRASIL;R$ 491,16
18/06/2010;CHILE;R$ 817,72
27/07/2007;BRASIL;R$ 425,21
14/11/2019;CHILE;R$ 933,16
24/04/2020;ESPANHA;R$ 396,56
30/12/2007;ESPANHA;R$ 292,91
25/03/2008;MÉXICO;R$ 880,04
16/07/2020;MÉXICO;R$ 348,14
26/09/2007;CHILE;R$ 549,14
23/01/2011;ARGENTINA;R$ 532,72
07/06/2009;BRASIL;R$ 240,44
09/03/2001;CHILE;R$ 490,74
19/08/2019;ARGENTINA;R$ 113,36
28/07/2009;CHILE;R$ 52,88
19/12/2008;ARGENTINA;R$ 392,05
06/08/2000;BRASIL;R$ 750,40
09/10/2007;ARGENTINA;R$ 618,98
06/01/2012;ESPANHA;R$ 266,69
01/09/2014;MÉXICO;R$ 541,52
17/12/2008;ARGENTINA;R$ 163,78
06/08/2012;ARGENTINA;R$ 411,82
21/10/2002;BRASIL;R$ 124,38
29/10/2004;ESPANHA;R$ 187,05
21/10/2015;CHILE;R$ 551,73
05/07/2013;MÉXICO;R$ 987,12
28/02/2002;BRASIL;R$ 203,77
26/11/2018;CHILE;R$ 131,85
26/06/2009;BRASIL;R$ 524,02
10/05/2006;MÉXICO;R$ 180,97
31/10/2014;ARGENTINA;R$ 930,67
06/04/2010;ARGENTINA;R$ 860,79
24/05/2006;BRASIL;R$ 396,13
08/02/2012;MÉXICO;R$ 703,80
06/01/2019;BRASIL;R$ 18,62
19/06/2003;MÉXICO;R$ 918,41
30/04/2010;CHILE;R$ 636,70
12/08/2013;MÉXICO;R$ 576,12
21/05/2003;ESPANHA;R$ 651,85
31/01/2003;ARGENTINA;R$ 583,86
16/05/2015;CHILE;R$ 224,07
30/11/2016;ARGENTINA;R$ 842,49
22/10/2013;MÉXICO;R$ 253,04
09/04/2011;MÉXICO;R$ 539,62
25/03/2011;CHILE;R$ 842,86
21/03/2018;ESPANHA;R$ 150,34
30/01/2018;ARGENTINA;R$ 347,37
04/11/2009;BRASIL;R$ 964,26
15/04/2002;MÉXICO;R$ 998,27
16/07/2018;BRASIL;R$ 24,09
05/02/2006;BRASIL;R$ 85,85
09/04/2008;CHILE;R$ 964,56
28/10/2009;BRASIL;R$ 925,26
13/07/2014;ARGENTINA;R$ 24,56
04/05/2019;ARGENTINA;R$ 150,42
13/01/2015;BRASIL;R$ 936,64
11/02/2020;BRASIL;R$ 6,33
05/06/2014;CHILE;R$ 217,41
14/10/2003;ARGENTINA;R$ 740,05
09/10/2007;MÉXICO;R$ 800,15
10/08/2009;ESPANHA;R$ 433,06
04/01/2009;BRASIL;R$ 940,40
27/12/2011;MÉXICO;R$ 484,78
25/11/2013;MÉXICO;R$ 480,00
13/10/2007;ESPANHA;R$ 797,03
08/01/2018;ESPANHA;R$ 825,91
29/03/2014;BRASIL;R$ 342,99
29/09/2007;ARGENTINA;R$ 608,29
13/07/2020;BRASIL;R$ 8,66
27/03/2010;CHILE;R$ 791,53
18/02/2005;CHILE;R$ 696,70
06/11/2014;ARGENTINA;R$ 538,63
11/09/2005;CHILE;R$ 983,00
02/03/2002;CHILE;R$ 613,72
17/08/2016;ARGENTINA;R$ 886,57
30/03/2010;CHILE;R$ 37,68
31/12/2006;CHILE;R$ 984,82
25/06/2012;ARGENTINA;R$ 320,90
02/10/2019;BRASIL;R$ 888,58
05/04/2011;ARGENTINA;R$ 327,65
28/10/2016;MÉXICO;R$ 841,95
15/07/2008;MÉXICO;R$ 378,41
22/10/2013;CHILE;R$ 591,92
19/02/2002;ARGENTINA;R$ 497,28
15/02/2017;ESPANHA;R$ 685,17
26/08/2020;CHILE;R$ 391,87
27/11/2010;ESPANHA;R$ 466,27
02/05/2007;ESPANHA;R$ 626,07
15/11/2003;BRASIL;R$ 125,39
13/04/2012;MÉXICO;R$ 767,44
04/11/2001;CHILE;R$ 317,61
04/03/2000;ESPANHA;R$ 303,49
10/12/2008;ESPANHA;R$ 667,69
05/03/2020;CHILE;R$ 43,63
12/11/2004;ESPANHA;R$ 741,70
29/05/2004;ESPANHA;R$ 635,65
04/10/2009;ESPANHA;R$ 555,13
21/10/2015;CHILE;R$ 244,77
01/01/2004;ESPANHA;R$ 240,78
21/09/2020;BRASIL;R$ 935,83
29/11/2017;ESPANHA;R$ 842,75
15/10/2020;ESPANHA;R$ 414,52
14/04/2014;ESPANHA;R$ 988,62
08/11/2001;MÉXICO;R$ 922,12
04/06/2012;BRASIL;R$ 138,16
29/11/2009;ARGENTINA;R$ 496,59
14/05/2001;ESPANHA;R$ 132,75
07/02/2019;BRASIL;R$ 649,35
21/09/2011;ESPANHA;R$ 323,57
16/11/2012;BRASIL;R$ 876,01
07/04/2007;ESPANHA;R$ 175,28
22/09/2006;ESPANHA;R$ 173,66
06/01/2010;BRASIL;R$ 985,65
06/03/2009;ARGENTINA;R$ 585,18
18/12/2011;ARGENTINA;R$ 381,45
06/08/2006;ESPANHA;R$ 992,00
22/03/2004;MÉXICO;R$ 339,92
11/10/2019;CHILE;R$ 224,57
19/03/2003;ESPANHA;R$ 250,91
11/10/2003;ARGENTINA;R$ 867,07
20/09/2012;CHILE;R$ 709,89
28/08/2008;ESPANHA;R$ 604,77
04/01/2007;ARGENTINA;R$ 245,97
05/12/2012;BRASIL;R$ 309,05
12/03/2017;MÉXICO;R$ 415,88
15/07/2018;CHILE;R$ 101,44
08/10/2017;ESPANHA;R$ 752,05
13/03/2007;MÉXICO;R$ 450,62
16/05/2019;ESPANHA;R$ 991,01
03/04/2003;ARGENTINA;R$ 209,87
01/06/2010;CHILE;R$ 600,32
27/05/2005;BRASIL;R$ 503,34
24/11/2005;MÉXICO;R$ 33,29
27/11/2014;MÉXICO;R$ 770,55
30/04/2011;ESPANHA;R$ 307,24
27/01/2014;MÉXICO;R$ 396,82
27/08/2005;BRASIL;R$ 474,31
24/05/2000;ESPANHA;R$ 195,65
21/11/2015;BRASIL;R$ 367,05
19/05/2017;ESPANHA;R$ 251,18
05/11/2019;CHILE;R$ 371,85
23/09/2009;MÉXICO;R$ 50,05
01/01/2017;ESPANHA;R$ 635,52
30/10/2005;ESPANHA;R$ 557,30
09/05/2002;ARGENTINA;R$ 654,12
13/12/2004;MÉXICO;R$ 392,34
31/03/2020;BRASIL;R$ 788,91
22/07/2007;CHILE;R$ 164,47
14/10/2012;ESPANHA;R$ 968,24
08/04/2013;CHILE;R$ 465,19
14/02/2019;ESPANHA;R$ 313,52
21/08/2000;BRASIL;R$ 511,84
05/06/2010;ARGENTINA;R$ 991,79
14/07/2007;BRASIL;R$ 68,44
04/01/2012;CHILE;R$ 944,03
25/09/2007;BRASIL;R$ 343,88
31/07/2006;ARGENTINA;R$ 687,50
27/05/2019;BRASIL;R$ 825,08
01/11/2002;ESPANHA;R$ 601,46
12/07/2020;ESPANHA;R$ 645,46
16/12/2000;ARGENTINA;R$ 913,44
02/05/2006;ARGENTINA;R$ 859,77
08/02/2010;CHILE;R$ 838,48
29/10/2011;MÉXICO;R$ 511,68
02/03/2006;BRASIL;R$ 453,18
10/07/2009;ARGENTINA;R$ 284,27
20/09/2020;MÉXICO;R$ 803,13
08/10/2014;ARGENTINA;R$ 316,95
12/06/2019;ESPANHA;R$ 201,59
08/12/2007;CHILE;R$ 125,20
27/01/2000;MÉXICO;R$ 933,23
24/08/2015;CHILE;R$ 581,41
15/02/2015;BRASIL;R$ 607,26
16/02/2000;ESPANHA;R$ 956,43
17/05/2011;CHILE;R$ 317,09
22/07/2003;CHILE;R$ 173,53
04/09/2003;ESPANHA;R$ 677,15
03/12/2013;CHILE;R$ 67,96
28/05/2016;ESPANHA;R$ 951,23
02/04/2000;ARGENTINA;R$ 950,55
10/12/2017;ESPANHA;R$ 715,83
10/08/2004;MÉXICO;R$ 420,46
31/05/2017;CHILE;R$ 413,91
20/09/2000;MÉXICO;R$ 899,32
08/02/2012;ARGENTINA;R$ 1,73
04/01/2005;MÉXICO;R$ 988,24
08/12/2015;MÉXICO;R$ 278,50
13/10/2019;ESPANHA;R$ 783,31
15/08/2018;CHILE;R$ 955,25
24/11/2000;ESPANHA;R$ 723,80
10/09/2019;ESPANHA;R$ 437,92
20/10/2017;MÉXICO;R$ 941,24
10/10/2016;ARGENTINA;R$ 315,36
05/04/2001;ARGENTINA;R$ 799,71
22/07/2000;MÉXICO;R$ 838,38
19/11/2003;CHILE;R$ 669,25
08/12/2005;CHILE;R$ 899,26
08/11/2015;ESPANHA;R$ 112,27
06/03/2003;ARGENTINA;R$ 839,39
09/04/2013;BRASIL;R$ 15,34
09/11/2006;ARGENTINA;R$ 747,10
27/03/2018;ARGENTINA;R$ 807,30
26/02/2008;ARGENTINA;R$ 39,92
09/06/2009;BRASIL;R$ 940,62
02/09/2012;MÉXICO;R$ 809,87
18/07/2009;MÉXICO;R$ 583,57
04/09/2017;BRASIL;R$ 70,16
31/10/2006;BRASIL;R$ 563,94
19/05/2018;BRASIL;R$ 230,41
04/01/2007;ESPANHA;R$ 959,38
07/11/2010;BRASIL;R$ 164,04
29/09/2013;BRASIL;R$ 485,80
24/02/2003;BRASIL;R$ 311,36
10/01/2005;BRASIL;R$ 471,43
18/04/2012;BRASIL;R$ 264,04
31/07/2003;CHILE;R$ 170,20
29/07/2001;CHILE;R$ 693,56
12/06/2007;CHILE;R$ 49,48
29/09/2014;ARGENTINA;R$ 269,00
31/10/2012;CHILE;R$ 433,59
10/01/2017;ARGENTINA;R$ 838,29
29/01/2006;BRASIL;R$ 872,22
16/11/2008;BRASIL;R$ 648,05
10/05/2010;ESPANHA;R$ 231,41
16/04/2004;MÉXICO;R$ 3,62
20/12/2003;BRASIL;R$ 136,08
25/08/2002;BRASIL;R$ 336,87
23/01/2010;CHILE;R$ 747,38
12/01/2005;MÉXICO;R$ 670,65
16/10/2007;ARGENTINA;R$ 227,22
20/10/2014;CHILE;R$ 915,17
28/12/2018;CHILE;R$ 413,74
28/02/2000;ESPANHA;R$ 608,28
21/05/2006;ESPANHA;R$ 873,95
15/07/2015;CHILE;R$ 18,81
24/12/2006;ESPANHA;R$ 293,07
23/03/2016;BRASIL;R$ 692,72
04/11/2012;ARGENTINA;R$ 773,51
02/09/2012;ESPANHA;R$ 834,30
21/07/2005;MÉXICO;R$ 790,23
21/12/2014;MÉXICO;R$ 900,69
19/10/2001;ESPANHA;R$ 970,14
22/04/2016;ESPANHA;R$ 15,46
09/02/2001;MÉXICO;R$ 351,52
07/08/2001;ARGENTINA;R$ 725,18
18/11/2018;ESPANHA;R$ 470,71
22/07/2012;CHILE;R$ 977,59
13/09/2008;BRASIL;R$ 12,53
04/01/2019;BRASIL;R$ 639,18
17/01/2003;MÉXICO;R$ 516,45
06/06/2012;BRASIL;R$ 622,86
21/01/2015;BRASIL;R$ 353,06
30/04/2012;CHILE;R$ 298,20
09/09/2013;ESPANHA;R$ 912,80
15/08/2004;CHILE;R$ 837,21
20/04/2009;CHILE;R$ 981,65
12/09/2009;ESPANHA;R$ 442,14
23/01/2017;BRASIL;R$ 131,33
10/11/2008;MÉXICO;R$ 720,75
27/10/2008;ESPANHA;R$ 777,30
14/08/2008;BRASIL;R$ 800,48
18/05/2005;MÉXICO;R$ 71,45
16/09/2001;BRASIL;R$ 578,78
07/03/2009;MÉXICO;R$ 646,72
06/01/2013;ARGENTINA;R$ 219,45
31/07/2013;BRASIL;R$ 545,11
18/07/2014;CHILE;R$ 478,35
14/03/2018;CHILE;R$ 127,68
03/12/2006;BRASIL;R$ 833,85
13/10/2008;CHILE;R$ 173,12
04/07/2018;ARGENTINA;R$ 877,57
23/04/2005;CHILE;R$ 153,99
01/06/2016;BRASIL;R$ 168,11
28/10/2000;CHILE;R$ 543,13
02/01/2020;CHILE;R$ 594,49
16/02/2016;ARGENTINA;R$ 402,64
01/12/2002;CHILE;R$ 205,57
10/10/2007;MÉXICO;R$ 560,30
04/11/2009;BRASIL;R$ 381,65
14/07/2012;ARGENTINA;R$ 637,34
25/08/2018;CHILE;R$ 232,51
10/10/2014;BRASIL;R$ 424,00
31/05/2017;ARGENTINA;R$ 770,56
27/10/2011;CHILE;R$ 892,60
24/11/2011;ARGENTINA;R$ 546,55
12/09/2016;ESPANHA;R$ 141,14
24/04/2004;MÉXICO;R$ 25,04
05/02/2007;ESPANHA;R$ 833,97
27/10/2000;BRASIL;R$ 560,27
26/02/2011;MÉXICO;R$ 450,87
02/08/2019;ESPANHA;R$ 12,11
23/01/2003;BRASIL;R$ 672,13
30/04/2001;MÉXICO;R$ 706,00
26/02/2000;CHILE;R$ 993,77
28/11/2007;ARGENTINA;R$ 650,29
19/08/2000;ESPANHA;R$ 766,98
04/09/2005;ARGENTINA;R$ 523,52
21/04/2018;CHILE;R$ 10,63
26/06/2015;ESPANHA;R$ 503,24
19/11/2000;MÉXICO;R$ 761,74
13/12/2005;CHILE;R$ 208,48
25/04/2019;BRASIL;R$ 24,72
17/10/2018;MÉXICO;R$ 573,51
02/07/2002;ARGENTINA;R$ 224,37
14/03/2016;BRASIL;R$ 765,81
16/01/2005;MÉXICO;R$ 471,86
25/06/2017;ESPANHA;R$ 817,78
06/08/2013;ESPANHA;R$ 921,84
24/08/2001;CHILE;R$ 330,22
28/06/2013;CHILE;R$ 81,53
16/03/2002;ESPANHA;R$ 608,73
07/12/2015;BRASIL;R$ 106,58
19/06/2017;ARGENTINA;R$ 223,79
06/09/2005;MÉXICO;R$ 255,52
20/04/2015;ESPANHA;R$ 27,72
22/12/2011;ARGENTINA;R$ 993,28
17/01/2018;MÉXICO;R$ 281,76
31/03/2012;ARGENTINA;R$ 912,47
18/02/2001;ARGENTINA;R$ 239,22
29/07/2020;ARGENTINA;R$ 434,52
23/01/2009;ARGENTINA;R$ 188,89
05/10/2009;ESPANHA;R$ 179,32
09/01/2006;MÉXICO;R$ 202,94
19/08/2011;BRASIL;R$ 579,99
31/08/2012;ARGENTINA;R$ 291,36
08/05/2018;ARGENTINA;R$ 428,54
17/02/2005;CHILE;R$ 399,47
08/04/2009;MÉXICO;R$ 897,16
17/09/2010;ESPANHA;R$ 249,10
09/11/2019;ARGENTINA;R$ 976,53
30/01/2015;ESPANHA;R$ 971,39
21/04/2017;CHILE;R$ 824,58
02/04/2006;BRASIL;R$ 287,80
06/04/2018;ESPANHA;R$ 268,41
07/12/2009;ARGENTINA;R$ 853,34
05/11/2013;BRASIL;R$ 854,19
27/11/2002;BRASIL;R$ 564,52
28/11/2012;MÉXICO;R$ 127,05
26/04/2020;MÉXICO;R$ 309,38
19/07/2017;CHILE;R$ 308,79
02/05/2014;BRASIL;R$ 382,87
06/07/2007;BRASIL;R$ 569,86
14/03/2015;MÉXICO;R$ 782,68
19/06/2013;CHILE;R$ 341,07
02/07/2005;ESPANHA;R$ 251,52
18/01/2018;ESPANHA;R$ 434,99
07/06/2020;BRASIL;R$ 403,05
17/08/2020;ESPANHA;R$ 975,46
11/08/2000;ESPANHA;R$ 582,76
14/06/2002;ESPANHA;R$ 438,45
21/09/2014;ARGENTINA;R$ 554,02
14/01/2003;ESPANHA;R$ 431,18
01/05/2007;ARGENTINA;R$ 923,73
17/05/2019;ESPANHA;R$ 523,77
10/11/2005;ESPANHA;R$ 316,83
09/06/2001;ARGENTINA;R$ 124,09
20/04/2019;BRASIL;R$ 177,49
28/01/2013;ESPANHA;R$ 921,39
30/03/2005;BRASIL;R$ 730,09
07/02/2010;ESPANHA;R$ 986,04
03/12/2017;BRASIL;R$ 547,29
02/03/2001;CHILE;R$ 190,33
18/10/2012;ESPANHA;R$ 78,59
08/08/2002;ESPANHA;R$ 147,32
16/06/2001;MÉXICO;R$ 581,48
06/10/2016;MÉXICO;R$ 369,08
30/08/2008;MÉXICO;R$ 281,90
18/01/2013;ARGENTINA;R$ 938,10
01/10/2010;MÉXICO;R$ 602,48
28/09/2016;BRASIL;R$ 327,83
24/12/2009;BRASIL;R$ 206,68
27/08/2010;MÉXICO;R$ 152,53
17/03/2005;CHILE;R$ 187,83
16/11/2004;ARGENTINA;R$ 446,57
08/05/2004;ESPANHA;R$ 822,89
10/08/2004;CHILE;R$ 484,88
09/11/2014;CHILE;R$ 82,06
14/05/2001;MÉXICO;R$ 802,46
26/02/2003;ARGENTINA;R$ 429,11
08/01/2008;BRASIL;R$ 518,55
10/06/2014;ESPANHA;R$ 594,85
14/05/2007;ARGENTINA;R$ 673,47
12/05/2014;MÉXICO;R$ 79,67
20/05/2005;ARGENTINA;R$ 262,34
01/10/2016;MÉXICO;R$ 846,11
20/11/2004;MÉXICO;R$ 766,57
03/08/2019;ESPANHA;R$ 663,83
04/06/2019;MÉXICO;R$ 999,13
03/01/2020;ARGENTINA;R$ 821,53
16/12/2008;BRASIL;R$ 295,18
21/02/2012;ESPANHA;R$ 418,51
23/04/2004;CHILE;R$ 362,32
09/09/2006;ARGENTINA;R$ 765,48
05/02/2001;ARGENTINA;R$ 327,47
29/04/2006;ARGENTINA;R$ 424,05
09/08/2012;CHILE;R$ 340,84
27/05/2009;ESPANHA;R$ 168,70
26/08/2018;ESPANHA;R$ 279,25
21/11/2016;CHILE;R$ 264,82
15/10/2016;CHILE;R$ 856,89
17/02/2014;ESPANHA;R$ 125,51
31/12/2015;MÉXICO;R$ 123,79
05/05/2006;MÉXICO;R$ 873,30
08/08/2002;ARGENTINA;R$ 279,37
18/01/2015;BRASIL;R$ 676,05
14/07/2010;CHILE;R$ 900,68
08/11/2001;ARGENTINA;R$ 931,17
01/08/2002;MÉXICO;R$ 6,78
02/08/2016;BRASIL;R$ 617,00
02/11/2010;BRASIL;R$ 930,09
29/08/2014;ARGENTINA;R$ 178,37
28/07/2004;ARGENTINA;R$ 107,78
06/01/2003;ESPANHA;R$ 645,57
31/03/2006;MÉXICO;R$ 923,84
27/02/2009;MÉXICO;R$ 941,35
03/11/2004;ARGENTINA;R$ 222,31
30/11/2018;ARGENTINA;R$ 930,19
22/11/2006;ARGENTINA;R$ 70,75
17/09/2012;BRASIL;R$ 463,89
16/02/2002;MÉXICO;R$ 493,76
24/12/2001;BRASIL;R$ 187,00
17/05/2009;ESPANHA;R$ 974,39
23/07/2016;ARGENTINA;R$ 752,09
18/11/2011;BRASIL;R$ 823,81
24/03/2017;ESPANHA;R$ 894,46
29/07/2001;BRASIL;R$ 988,80
09/07/2005;ARGENTINA;R$ 398,86
16/06/2002;ARGENTINA;R$ 523,98
16/10/2018;BRASIL;R$ 459,58
06/11/2008;BRASIL;R$ 880,78
18/06/2002;ESPANHA;R$ 551,46
22/09/2004;ESPANHA;R$ 484,57
09/05/2011;CHILE;R$ 190,76
18/10/2014;BRASIL;R$ 610,44
15/02/2008;BRASIL;R$ 779,40
10/08/2005;ARGENTINA;R$ 465,61
21/01/2013;MÉXICO;R$ 469,40
19/06/2017;ESPANHA;R$ 943,76
17/02/2002;ESPANHA;R$ 524,19
28/11/2012;CHILE;R$ 236,78
12/04/2002;ESPANHA;R$ 397,89
03/04/2018;MÉXICO;R$ 688,82
28/07/2008;BRASIL;R$ 698,42
11/03/2016;ESPANHA;R$ 685,06
14/06/2006;ESPANHA;R$ 486,60
21/08/2014;ESPANHA;R$ 893,85
07/11/2013;CHILE;R$ 21,18
24/10/2000;ARGENTINA;R$ 866,37
16/11/2012;BRASIL;R$ 218,92
28/02/2008;CHILE;R$ 918,39
12/10/2012;ESPANHA;R$ 156,66
01/08/2012;CHILE;R$ 913,75
09/09/2015;ESPANHA;R$ 953,43
05/05/2020;MÉXICO;R$ 979,39
12/05/2002;ARGENTINA;R$ 210,62
05/07/2018;MÉXICO;R$ 546,54
30/09/2020;MÉXICO;R$ 474,39
11/08/2001;BRASIL;R$ 507,93
02/12/2002;ARGENTINA;R$ 915,15
21/03/2011;MÉXICO;R$ 33,52
05/07/2005;ESPANHA;R$ 779,17
12/07/2000;BRASIL;R$ 935,53
07/02/2006;ESPANHA;R$ 820,05
07/07/2017;BRASIL;R$ 387,82
21/08/2018;BRASIL;R$ 703,30
01/10/2004;ESPANHA;R$ 250,11
22/01/2008;ESPANHA;R$ 781,71
12/06/2018;MÉXICO;R$ 144,51
16/07/2012;ARGENTINA;R$ 242,59
17/12/2019;MÉXICO;R$ 854,60
29/07/2012;MÉXICO;R$ 383,28
24/08/2010;ESPANHA;R$ 500,60
17/10/2006;MÉXICO;R$ 335,89
06/12/2000;ESPANHA;R$ 979,35
01/01/2004;ARGENTINA;R$ 197,05
01/09/2007;ARGENTINA;R$ 805,12
29/05/2017;ESPANHA;R$ 728,35
28/07/2003;BRASIL;R$ 216,81
26/03/2016;ARGENTINA;R$ 371,59
18/11/2016;ESPANHA;R$ 626,64
15/07/2000;ESPANHA;R$ 505,79
17/08/2020;ESPANHA;R$ 939,89
30/06/2000;ESPANHA;R$ 662,48
01/01/2013;ARGENTINA;R$ 494,24
16/01/2016;BRASIL;R$ 599,11
08/02/2020;MÉXICO;R$ 795,46
13/11/2009;BRASIL;R$ 924,49
20/07/2013;ESPANHA;R$ 192,70
11/08/2017;BRASIL;R$ 575,51
16/03/2009;MÉXICO;R$ 992,94
06/05/2002;MÉXICO;R$ 825,49
06/03/2004;CHILE;R$ 997,54
02/02/2013;ARGENTINA;R$ 419,01
13/02/2012;BRASIL;R$ 948,92
28/07/2015;ARGENTINA;R$ 315,39
15/10/2009;MÉXICO;R$ 437,37
09/01/2012;BRASIL;R$ 701,33
27/04/2009;MÉXICO;R$ 563,99
19/06/2014;MÉXICO;R$ 933,30
01/10/2005;ESPANHA;R$ 633,47
10/06/2000;ESPANHA;R$ 450,41
14/07/2020;ESPANHA;R$ 18,66
25/03/2014;BRASIL;R$ 393,29
21/01/2008;ESPANHA;R$ 945,62
23/08/2003;ARGENTINA;R$ 256,28
15/05/2006;BRASIL;R$ 959,90
27/06/2020;ESPANHA;R$ 671,43
20/09/2013;BRASIL;R$ 845,32
28/05/2002;BRASIL;R$ 995,50
24/04/2010;ARGENTINA;R$ 733,60
13/02/2018;BRASIL;R$ 205,37
22/02/2019;BRASIL;R$ 338,58
27/09/2019;CHILE;R$ 761,93
13/09/2011;ARGENTINA;R$ 610,90
28/07/2018;ESPANHA;R$ 725,98
29/01/2013;BRASIL;R$ 710,99
15/08/2001;MÉXICO;R$ 53,54
30/08/2015;CHILE;R$ 121,60
21/04/2020;CHILE;R$ 709,30
11/11/2007;MÉXICO;R$ 409,49
